job id,job type,job policy,client name,schedule name,status code,start time,time elapsed,end time
805016,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,18042026 19:34:52,3:27:16,18042026 23:02:08
805017,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,0,18042026 11:23:24,4:48:35,18042026 16:11:59
805018,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,0,18042026 20:13:36,2:42:25,18042026 22:56:01
805019,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,2,18042026 16:27:42,6:15:28,18042026 22:43:10
805020,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,0,18042026 16:45:16,7:39:31,19042026 00:24:47
805021,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,0,18042026 21:40:21,11:20:09,19042026 09:00:30
805022,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,2,18042026 07:33:06,2:33:58,18042026 10:07:04
805023,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,18042026 08:00:25,9:24:12,18042026 17:24:37
805024,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,0,18042026 02:15:07,6:36:29,18042026 08:51:36
805025,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,18042026 01:42:02,7:43:09,18042026 09:25:11
805026,Backup,xhxb-app-web-windows,xhxb-app-web-02,Weekly,6,18042026 02:52:20,3:35:39,18042026 06:27:59
805027,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,2,18042026 17:56:16,4:05:10,18042026 22:01:26
805028,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-02,Weekly,2,18042026 16:51:48,9:32:17,19042026 02:24:05
805029,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-02,Weekly,0,18042026 08:11:09,5:59:14,18042026 14:10:23
805030,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-01,Weekly,0,18042026 13:30:45,2:42:54,18042026 16:13:39
805031,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,0,18042026 00:43:26,7:49:33,18042026 08:32:59
805032,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,0,18042026 16:30:49,6:11:41,18042026 22:42:30
805033,Backup,xhxb-pst-web-windows,xhxb-pst-web-04,Weekly,1,18042026 06:35:26,3:56:12,18042026 10:31:38
805034,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-01,Weekly,0,18042026 08:01:04,6:49:17,18042026 14:50:21
805035,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-03,Weekly,1,18042026 08:28:31,6:44:02,18042026 15:12:33
805036,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-03,Weekly,0,18042026 15:29:38,4:37:56,18042026 20:07:34
805037,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-04,Weekly,0,18042026 04:11:10,3:32:05,18042026 07:43:15
805038,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,6,18042026 14:00:56,11:23:30,19042026 01:24:26
805039,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,0,18042026 06:01:29,6:18:58,18042026 12:20:27
805040,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,0,18042026 07:10:01,11:31:07,18042026 18:41:08
805041,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,0,18042026 21:32:22,8:44:40,19042026 06:17:02
805042,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,2,18042026 20:03:33,9:07:05,19042026 05:10:38
805043,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-04,Weekly,0,18042026 19:09:38,10:56:30,19042026 06:06:08
805044,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,0,18042026 10:55:30,6:03:03,18042026 16:58:33
805045,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,18042026 23:05:07,8:55:29,19042026 08:00:36
805046,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,18042026 20:45:17,6:53:03,19042026 03:38:20
805047,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,18042026 09:57:32,2:32:52,18042026 12:30:24
805048,Backup,xhxb-app-web-windows,xhxb-app-web-02,Weekly,0,18042026 15:52:19,9:27:22,19042026 01:19:41
805049,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,2,18042026 22:19:20,7:22:03,19042026 05:41:23
805050,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,18042026 22:56:45,3:23:58,19042026 02:20:43
805051,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,18042026 12:45:58,10:05:08,18042026 22:51:06
805052,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,18042026 21:53:23,10:29:09,19042026 08:22:32
805053,Backup,xhxb-pst-web-windows,xhxb-pst-web-04,Weekly,0,18042026 07:46:19,11:58:21,18042026 19:44:40
805054,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-01,Weekly,1,18042026 16:29:37,9:50:15,19042026 02:19:52
805055,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,0,18042026 07:08:14,8:53:28,18042026 16:01:42
805056,Backup,xhxb-db-web-windows,xhxb-db-web-01,Weekly,2,18042026 02:36:53,5:26:21,18042026 08:03:14
805057,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,0,18042026 17:23:59,5:29:33,18042026 22:53:32
805058,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,6,18042026 18:05:37,5:31:27,18042026 23:37:04
805059,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,2,18042026 09:45:33,8:00:23,18042026 17:45:56
805060,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,0,18042026 10:03:17,9:10:31,18042026 19:13:48
805061,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,18042026 15:48:33,6:14:13,18042026 22:02:46
805062,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,0,18042026 02:16:34,4:25:54,18042026 06:42:28
805063,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,0,18042026 12:18:38,8:40:49,18042026 20:59:27
805064,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,18042026 22:56:08,3:33:50,19042026 02:29:58
805065,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,0,18042026 10:29:03,9:48:22,18042026 20:17:25
805066,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,0,18042026 19:26:28,7:47:18,19042026 03:13:46
805067,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,6,18042026 04:28:23,6:14:57,18042026 10:43:20
805068,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,18042026 03:08:08,4:48:36,18042026 07:56:44
805069,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,0,18042026 09:08:04,6:49:09,18042026 15:57:13
805070,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,6,18042026 15:24:45,2:54:58,18042026 18:19:43
805071,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,0,18042026 18:32:30,5:48:25,19042026 00:20:55
805072,Backup,xhxb-app-web-windows,xhxb-app-web-02,Weekly,0,18042026 16:39:20,10:29:10,19042026 03:08:30
805073,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,0,18042026 18:30:31,3:43:41,18042026 22:14:12
805074,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-03,Weekly,2,18042026 03:52:13,4:30:57,18042026 08:23:10
805075,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-04,Weekly,0,18042026 20:33:31,9:29:36,19042026 06:03:07
805076,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-01,Weekly,6,18042026 06:45:03,5:34:48,18042026 12:19:51
805077,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-03,Weekly,1,18042026 07:59:25,5:15:23,18042026 13:14:48
805078,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-01,Weekly,0,18042026 23:59:38,7:11:29,19042026 07:11:07
805079,Backup,xhxb-app-web-windows,xhxb-app-web-02,Weekly,0,18042026 06:19:37,2:52:39,18042026 09:12:16
805080,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,1,18042026 13:00:36,11:56:45,19042026 00:57:21
805081,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,2,18042026 13:20:53,10:57:18,19042026 00:18:11
805082,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,1,18042026 12:44:46,7:40:11,18042026 20:24:57
805083,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,2,18042026 17:39:52,10:08:54,19042026 03:48:46
805084,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,0,18042026 11:37:24,7:12:54,18042026 18:50:18
805085,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,2,18042026 08:50:23,4:46:21,18042026 13:36:44
805086,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,0,18042026 17:19:25,9:17:52,19042026 02:37:17
805087,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,6,18042026 14:24:01,6:02:56,18042026 20:26:57
805088,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,0,18042026 02:41:57,3:46:06,18042026 06:28:03
805089,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,0,18042026 18:32:09,5:21:23,18042026 23:53:32
805090,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,18042026 19:22:52,5:18:01,19042026 00:40:53
805091,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-03,Weekly,0,18042026 21:04:58,6:44:34,19042026 03:49:32
805092,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,1,18042026 13:31:24,11:11:01,19042026 00:42:25
805093,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-03,Weekly,0,18042026 12:35:26,11:46:19,19042026 00:21:45
805094,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,6,18042026 14:51:54,3:40:13,18042026 18:32:07
805095,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,0,18042026 11:45:21,7:54:06,18042026 19:39:27
805096,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,18042026 00:23:04,6:13:46,18042026 06:36:50
805097,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,2,18042026 22:49:03,7:09:39,19042026 05:58:42
805098,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,2,18042026 07:20:15,7:14:20,18042026 14:34:35
805099,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,18042026 11:38:04,4:00:11,18042026 15:38:15
805100,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,0,18042026 08:21:26,4:09:45,18042026 12:31:11
805101,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,1,18042026 00:52:33,5:43:28,18042026 06:36:01
805102,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,18042026 19:50:23,2:35:32,18042026 22:25:55
805103,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,0,18042026 10:13:12,10:18:30,18042026 20:31:42
805104,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,0,18042026 04:49:27,5:01:55,18042026 09:51:22
805105,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-02,Weekly,1,18042026 00:14:23,3:44:33,18042026 03:58:56
805106,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,0,18042026 21:53:05,6:24:59,19042026 04:18:04
805107,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-02,Weekly,6,18042026 09:06:57,10:30:18,18042026 19:37:15
805108,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,0,18042026 02:33:03,2:12:43,18042026 04:45:46
805109,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,18042026 22:31:36,2:14:20,19042026 00:45:56
805110,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-03,Weekly,2,18042026 15:59:47,3:30:33,18042026 19:30:20
805111,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,0,18042026 00:05:35,10:06:27,18042026 10:12:02
805112,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,0,18042026 17:18:15,5:26:17,18042026 22:44:32
805113,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,1,18042026 01:29:31,5:12:01,18042026 06:41:32
805114,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-02,Weekly,0,18042026 06:32:07,6:22:18,18042026 12:54:25
805115,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-02,Weekly,0,18042026 14:35:36,2:51:48,18042026 17:27:24
805116,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-03,Weekly,1,18042026 00:57:04,4:36:30,18042026 05:33:34
805117,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,1,18042026 03:46:40,4:30:41,18042026 08:17:21
805118,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,0,18042026 07:41:01,11:42:29,18042026 19:23:30
805119,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-03,Weekly,1,18042026 08:35:05,7:27:54,18042026 16:02:59
805120,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-03,Weekly,0,18042026 15:29:40,6:40:06,18042026 22:09:46
805121,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,0,18042026 02:17:20,4:26:22,18042026 06:43:42
805122,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-03,Weekly,6,18042026 08:47:12,7:17:56,18042026 16:05:08
805123,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,18042026 18:45:56,3:16:41,18042026 22:02:37
805124,Backup,xhxb-app-web-windows,xhxb-app-web-03,Weekly,0,18042026 21:04:10,4:57:06,19042026 02:01:16
805125,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-01,Weekly,0,18042026 16:52:55,3:26:40,18042026 20:19:35
805126,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-01,Weekly,0,18042026 12:03:31,3:50:07,18042026 15:53:38
805127,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,1,18042026 01:17:34,6:10:20,18042026 07:27:54
805128,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-03,Weekly,6,18042026 16:55:13,3:26:33,18042026 20:21:46
805129,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,18042026 18:03:18,5:16:55,18042026 23:20:13
805130,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,1,18042026 13:57:30,11:36:55,19042026 01:34:25
805131,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,0,18042026 19:31:34,8:50:55,19042026 04:22:29
805132,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,0,18042026 09:23:00,7:23:32,18042026 16:46:32
805133,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,1,18042026 21:49:02,7:19:21,19042026 05:08:23
805134,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-04,Weekly,6,18042026 11:47:42,5:31:32,18042026 17:19:14
805135,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,1,18042026 20:48:22,2:38:35,18042026 23:26:57
805136,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,0,18042026 03:59:43,4:19:45,18042026 08:19:28
805137,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,2,18042026 18:56:26,7:34:59,19042026 02:31:25
805138,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,0,18042026 13:30:53,11:56:34,19042026 01:27:27
805139,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-04,Weekly,6,18042026 20:03:25,10:37:24,19042026 06:40:49
805140,Backup,xhxb-pst-web-windows,xhxb-pst-web-03,Weekly,0,18042026 23:04:49,10:09:02,19042026 09:13:51
805141,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-01,Weekly,1,18042026 17:13:28,5:27:12,18042026 22:40:40
805142,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,0,18042026 18:28:52,10:26:31,19042026 04:55:23
805143,Backup,xhxb-pst-web-windows,xhxb-pst-web-04,Weekly,0,18042026 19:16:17,4:15:43,18042026 23:32:00
805144,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-04,Weekly,0,18042026 00:11:31,11:06:28,18042026 11:17:59
805145,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-01,Weekly,0,18042026 15:17:44,5:32:34,18042026 20:50:18
805146,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-03,Weekly,0,18042026 01:58:38,11:18:32,18042026 13:17:10
805147,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,18042026 00:12:26,9:53:01,18042026 10:05:27
805148,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,2,18042026 21:35:31,9:03:58,19042026 06:39:29
805149,Backup,xhxb-app-web-windows,xhxb-app-web-02,Weekly,0,18042026 15:09:41,6:53:20,18042026 22:03:01
805150,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-01,Weekly,0,18042026 18:14:51,10:34:38,19042026 04:49:29
805151,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-02,Weekly,0,18042026 10:08:43,8:15:54,18042026 18:24:37
805152,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,6,18042026 03:49:05,2:20:11,18042026 06:09:16
805153,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-01,Weekly,0,18042026 10:11:05,3:53:42,18042026 14:04:47
805154,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,1,18042026 17:02:24,11:55:34,19042026 04:57:58
805155,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,6,18042026 14:52:10,3:50:04,18042026 18:42:14
805156,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-03,Weekly,0,18042026 03:08:26,11:32:28,18042026 14:40:54
805157,Backup,xhxb-pst-web-windows,xhxb-pst-web-03,Weekly,2,18042026 10:44:30,7:05:18,18042026 17:49:48
805158,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,0,18042026 15:47:21,11:25:09,19042026 03:12:30
805159,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,1,18042026 13:05:01,11:55:08,19042026 01:00:09
805160,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-03,Weekly,2,18042026 00:37:25,4:33:02,18042026 05:10:27
805161,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,0,18042026 23:19:47,9:16:28,19042026 08:36:15
805162,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,1,18042026 22:06:50,3:44:24,19042026 01:51:14
805163,Backup,xhxb-pst-web-windows,xhxb-pst-web-04,Weekly,0,18042026 02:32:00,5:01:49,18042026 07:33:49
805164,Backup,xhxb-db-web-windows,xhxb-db-web-02,Weekly,0,18042026 22:08:56,7:28:33,19042026 05:37:29
805165,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-02,Weekly,6,18042026 07:54:50,11:43:20,18042026 19:38:10
805166,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,0,18042026 17:00:17,2:31:40,18042026 19:31:57
805167,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,0,18042026 01:01:38,4:02:07,18042026 05:03:45
805168,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-01,Weekly,0,18042026 01:22:37,7:45:37,18042026 09:08:14
805169,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-02,Weekly,6,18042026 13:20:54,3:53:07,18042026 17:14:01
805170,Backup,xhxb-app-web-windows,xhxb-app-web-03,Weekly,6,18042026 03:42:53,9:09:58,18042026 12:52:51
805171,Backup,xhxb-app-web-windows,xhxb-app-web-04,Weekly,1,18042026 22:05:49,10:11:00,19042026 08:16:49
805172,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-03,Weekly,1,18042026 06:27:34,7:00:20,18042026 13:27:54
805173,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-02,Weekly,0,18042026 01:48:19,8:59:05,18042026 10:47:24
805174,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-03,Weekly,1,18042026 17:50:17,7:11:15,19042026 01:01:32
805175,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,1,18042026 19:31:01,5:20:31,19042026 00:51:32
805176,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-03,Weekly,6,18042026 18:35:21,7:30:36,19042026 02:05:57
805177,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-01,Weekly,0,18042026 13:54:20,2:18:29,18042026 16:12:49
805178,Backup,xhxb-db-web-windows,xhxb-db-web-03,Weekly,0,18042026 17:15:53,4:43:09,18042026 21:59:02
805179,Backup,xhxb-pst-web-windows,xhxb-pst-web-01,Weekly,0,18042026 21:31:35,5:18:16,19042026 02:49:51
805180,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-03,Weekly,1,18042026 21:43:34,10:12:12,19042026 07:55:46
805181,Backup,xhxb-nsoc-web-windows,xhxb-nsoc-web-03,Weekly,0,18042026 09:21:03,10:46:36,18042026 20:07:39
805182,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-02,Weekly,1,18042026 15:06:14,7:56:59,18042026 23:03:13
805183,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-04,Weekly,0,18042026 02:22:01,4:04:48,18042026 06:26:49
805184,Backup,xhxb-app-web-windows,xhxb-app-web-02,Weekly,0,18042026 18:59:11,11:57:40,19042026 06:56:51
805185,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-04,Weekly,0,18042026 09:01:26,5:51:05,18042026 14:52:31
805186,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,0,18042026 01:02:13,3:46:23,18042026 04:48:36
805187,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-01,Weekly,0,18042026 13:07:21,11:24:53,19042026 00:32:14
805188,Backup,xhxb-db-webapp-windows,xhxb-db-webapp-04,Weekly,2,18042026 15:01:23,7:25:57,18042026 22:27:20
805189,Backup,xhxb-pst-web-windows,xhxb-pst-web-02,Weekly,6,18042026 17:07:11,9:10:31,19042026 02:17:42
805190,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-02,Weekly,1,18042026 08:45:57,11:47:44,18042026 20:33:41
805191,Backup,xhxb-pst-web-windows,xhxb-pst-web-04,Weekly,1,18042026 02:36:15,8:36:06,18042026 11:12:21
805192,Backup,xhxb-nsoc-webapp-windows,xhxb-nsoc-webapp-02,Weekly,0,18042026 13:43:33,5:16:09,18042026 18:59:42
805193,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,0,18042026 11:49:06,5:22:39,18042026 17:11:45
805194,Backup,xhxb-nsoc-webdb-windows,xhxb-nsoc-webdb-04,Weekly,0,18042026 02:08:16,4:10:15,18042026 06:18:31
805195,Backup,xhxb-db-webdb-windows,xhxb-db-webdb-01,Weekly,0,18042026 00:47:34,5:34:58,18042026 06:22:32
805196,Backup,xhxb-app-web-windows,xhxb-app-web-03,Weekly,0,18042026 23:30:28,8:42:14,19042026 08:12:42
805197,Backup,xhxb-db-web-windows,xhxb-db-web-04,Weekly,6,18042026 09:15:03,3:19:13,18042026 12:34:16
805198,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-02,Weekly,0,18042026 15:45:30,6:59:49,18042026 22:45:19
805199,Backup,xhxb-app-webapp-windows,xhxb-app-webapp-04,Weekly,0,18042026 02:29:54,9:53:22,18042026 12:23:16
805200,Backup,xhxb-pst-webapp-windows,xhxb-pst-webapp-01,Weekly,1,18042026 16:37:10,7:29:34,19042026 00:06:44
805201,Backup,xhxb-pst-webdb-windows,xhxb-pst-webdb-01,Weekly,2,18042026 07:58:33,8:41:35,18042026 16:40:08
805202,Backup,xhxb-app-web-windows,xhxb-app-web-03,Weekly,0,18042026 10:05:45,4:06:06,18042026 14:11:51
805203,Backup,xhxb-pst-web-windows,xhxb-pst-web-03,Weekly,1,18042026 16:16:30,7:21:40,18042026 23:38:10
805204,Backup,xhxb-app-webdb-windows,xhxb-app-webdb-02,Weekly,2,18042026 08:35:43,8:11:17,18042026 16:47:00
